transaction_id,client_id,is_hotel,amount_usd,fraud_probability_federated,is_fraud
06a94162-7bae-427c-b68c-2819181b5467,GT-EST-CL-00004881,False,4.86,0.044068,0
8d261988-07bd-4696-8fe3-ba3526142d2e,GT-EST-CL-00000966,False,12.94,0.045789,0
b6be7a48-12fc-40ac-a12f-e2e03637231b,GT-EST-CL-00004217,False,1.89,0.0492,0
12d06acb-2241-4d57-bfe2-ebb13750d301,GT-EST-CL-00001115,False,7.86,0.042196,0
5ce8b673-fe15-41e1-bacf-91569a3cbe53,GT-EST-CL-00002868,False,17.92,0.061311,0
5b4a1322-f2d3-4759-981e-b391b7fe6834,GT-EST-CL-00004972,False,12.89,0.045904,0
e1b9cf0b-741e-449f-8adf-e298d4a53bc1,GT-EST-CL-00001864,False,21.45,0.062947,0
147f045f-3eda-42f4-85cd-dfec7ba82449,GT-EST-CL-00004083,False,33.91,0.054359,0
5f18c77c-81b0-4df3-bd94-6277195c69e0,GT-EST-CL-00001229,False,8.07,0.054087,0
4068c12b-d791-4778-af93-209deda255e0,GT-EST-CL-00002536,False,66.4,0.063142,0
240baa49-5842-4b94-97c8-4fc5360745f7,GT-EST-CL-00004056,False,1.98,0.079038,0
6a719f22-0942-4c11-a2ee-37a27d74ee0d,GT-EST-CL-00003261,False,6.55,0.057222,0
1e1bb2a7-c589-4a2c-8acd-9725c44e7b80,GT-EST-CL-00000550,False,31.63,0.034906,0
da6cafd1-4a0b-4e4f-9783-fa3e024c8669,GT-EST-CL-00002002,False,3.1,0.052,0
d9806cdc-07cb-47c7-8db5-f62f6bfd1547,GT-EST-CL-00000851,False,6.65,0.057077,0
6daf654a-2869-4b6f-af66-a07df8703803,GT-EST-CL-00003415,False,22.86,0.058779,0
d94112e7-8cd4-4552-b104-15496d7d303a,GT-EST-CL-00002423,False,6.25,0.050345,0
11696aa5-9a62-4c1e-8651-7e9a96cb32bc,GT-EST-CL-00001814,False,2.85,0.087571,0
9289b6f2-aecd-458c-b790-f8edf33a4851,GT-EST-CL-00002051,False,11.39,0.071312,0
8e53acc4-07e6-4b51-933e-2919d1851eed,GT-EST-CL-00003371,False,24.41,0.056047,0
062ea3e0-7704-4eb0-9b85-82e54cb69f66,GT-EST-CL-00004973,False,18.76,0.048015,0
bb622fed-5503-4ec0-a582-aca96326badd,GT-EST-CL-00000155,False,12.88,0.029766,0
99582a20-3660-4bee-97ff-2042195846ba,GT-EST-CL-00003608,False,50.44,0.059296,0
caa1a3bf-77d2-427a-99f7-bfa9f89eec7d,GT-EST-CL-00000041,False,13.24,0.05055,0
1535966f-d250-483c-b0bd-292578a0f482,GT-EST-CL-00000925,False,13.36,0.072832,0
61a98a77-6c85-4585-99dc-9430ccea02c4,GT-EST-CL-00002842,False,15.37,0.032268,0
c010e65d-507b-4deb-b8b1-9a6a6c70c0eb,GT-EST-CL-00003919,False,25.68,0.032592,0
4454d00d-1de7-4f7c-a5c5-3191f583c07a,GT-EST-CL-00001213,False,19.88,0.064286,0
8d022146-9ef5-4632-8db6-c06e7498b7d6,GT-EST-CL-00000360,False,2.61,0.056849,0
5ffb71e8-8fd0-4c39-a26b-38a1f07ca759,GT-EST-CL-00002229,False,7.38,0.034855,0
e8f4bb02-1ffc-4a3a-bd80-e6e1b7b69485,GT-EST-CL-00003340,False,29.08,0.066619,0
60ce81a0-0ed1-44af-9d21-4e2ba3d1701c,GT-EST-CL-00003290,False,8.44,0.042305,0
53257cb7-5aa5-41ef-9c31-8fee918ae422,GT-EST-CL-00004022,False,8.94,0.060292,0
d6b79f0a-5b98-4409-94a5-bfef07f2d991,GT-EST-CL-00003097,False,5.04,0.063433,0
f1d38304-a326-4cf3-9e48-add9e7f76ebd,GT-EST-CL-00000363,False,29.32,0.051087,0
e06db3fb-eefd-470f-9f14-f3951190b8fa,GT-EST-CL-00004494,False,6.95,0.049148,0
c424ba09-f748-450c-b3a6-5942b21a5354,GT-EST-CL-00003683,False,9.22,0.055804,0
f1de2383-446d-44c6-9b1d-ec6b54bc3f3a,GT-EST-CL-00004390,False,33.88,0.049026,0
63becd93-d694-402d-add3-84e86ab53162,GT-EST-CL-00003903,False,10.28,0.056715,0
0f5b9888-6f08-443d-bbe8-7ad77a4ddec0,GT-EST-CL-00003335,False,71.24,0.058828,0
5a5da4e3-11d4-4751-829f-c9250df0b488,GT-EST-CL-00000630,False,174.29,0.05952,0
0ee24248-17dc-4a8f-9460-ab8550f0f130,GT-EST-CL-00001253,False,23.71,0.059301,0
b9db85ea-2f63-47c6-a86a-7149ad888c15,GT-EST-CL-00004951,False,15.04,0.074207,0
e08e82c8-4082-4f9f-b112-b152b403e9e8,GT-EST-CL-00000632,False,29.89,0.052032,0
b2bce7f0-16c4-4654-9ff7-1f43d387ce9d,GT-EST-CL-00001854,False,18.0,0.030449,0
882ecaeb-ad46-485f-ac2a-f71c14b19b56,GT-EST-CL-00004898,False,5.09,0.084006,0
633e7cef-290c-4d1b-9e1f-c4ad667d56ac,GT-EST-CL-00003634,False,16.09,0.045297,0
61781c62-3b50-40e4-aaf3-30951186977e,GT-EST-CL-00001138,False,9.24,0.070125,0
4978faf3-ce32-46da-b1e4-237334913af5,GT-EST-CL-00002607,False,5.98,0.068319,0
70719916-1be0-4070-b990-a1d92424c6c3,GT-EST-CL-00000717,False,0.97,0.163709,0
3934d9a5-6399-4abe-8e40-77a29492f666,GT-EST-CL-00001402,False,6.98,0.051636,0
566a6311-cb4f-494b-a0b8-f106254e7efa,GT-EST-CL-00001372,False,31.22,0.040027,0
22d0a17d-bc1c-42db-8078-f3521d33ea9d,GT-EST-CL-00000338,False,12.54,0.056061,0
6b4612bf-536a-4d1e-b53b-2a2840d2319c,GT-EST-CL-00002033,False,21.42,0.069945,0
6d0ee14b-cf8f-416e-b86c-30d847c8430e,GT-EST-CL-00000044,False,18.26,0.052738,0
a52f8425-b00e-4faa-a02d-5760523d3e67,GT-EST-CL-00000197,False,38.98,0.052706,0
72497005-d9d6-4f75-8252-843f465c35a8,GT-EST-CL-00001532,False,2.46,0.079861,0
71d14d15-e0a6-4e79-9cc6-bbb036704c72,GT-EST-CL-00002526,False,31.32,0.063748,0
69246de5-81b9-4080-ae98-06e861f58f5b,GT-EST-CL-00003092,False,29.35,0.052196,0
f091840d-6eee-4f1d-824b-792a42779aad,GT-EST-CL-00000945,False,16.29,0.047352,0
f96ad6af-e5e8-4b2b-aec0-f7dd3cf41ac4,GT-EST-CL-00002326,False,0.88,0.129164,0
fe0713be-2d79-4b39-bd12-eec981cd6d03,GT-EST-CL-00001555,False,11.67,0.045405,0
338fed7c-0bbc-489f-99c8-6b5caeff7a77,GT-EST-CL-00000610,False,0.27,0.194286,0
c1041b39-6ac7-4b9d-a526-da509c60ec87,GT-EST-CL-00002552,False,1.69,0.151667,0
75170073-a0e8-48a8-ae0f-7426374ac9c6,GT-EST-CL-00003367,False,5.81,0.05552,0
67a61d48-db5e-4b40-b496-136da348c006,GT-EST-CL-00003825,False,15.36,0.049944,0
45c6976f-656a-4bec-8cfc-31cc729f541e,GT-EST-CL-00004899,False,25.95,0.069531,0
9bafe7de-22c7-42b0-a63a-f7d307a5ba73,GT-EST-CL-00004799,False,5.06,0.057092,0
bed8e015-bb17-4542-9b19-93a3c0de208b,GT-EST-CL-00003913,False,72.19,0.631865,1
9611a28b-a795-4825-8a5b-f453721146ae,GT-EST-CL-00001368,False,6.4,0.065846,0
384c8582-1f68-4983-a61b-4ea20530bb8e,GT-EST-CL-00002530,False,15.2,0.047593,0
279e27c8-b580-439e-ba25-ad5e24d90863,GT-EST-CL-00003924,False,5.2,0.045232,0
59839dbb-f01d-4eb2-acc2-990a91b5802b,GT-EST-CL-00000316,False,21.02,0.058046,0
63c29144-2b96-4221-8b28-a3f267a5c2a9,GT-EST-CL-00001669,False,5.27,0.055272,0
576fff7d-f3d7-492e-a147-a68ac6ee2200,GT-EST-CL-00001381,False,15.12,0.055509,0
ae18e677-70f2-40fe-ab21-f94d3df8a062,GT-EST-CL-00003752,False,19.19,0.043472,0
f4a27be2-acd8-451b-a80d-7ae0b38fc529,GT-EST-CL-00001207,True,82.89,0.079239,0
21cb28a9-c393-4821-a127-1827bdbc64fb,GT-EST-CL-00003334,False,13.7,0.048512,0
ca1b05e1-e332-4009-8775-80359919274e,GT-EST-CL-00003046,False,1.05,0.140569,0
b1796368-84fc-452e-a15e-ef6fecdcd325,GT-EST-CL-00003848,False,2.62,0.05586,0
e56c0835-2ce0-4063-b550-d64dc9653ab4,GT-EST-CL-00003881,False,17.93,0.063246,0
4a752167-84ca-48e3-8edb-2ba235c8e7e3,GT-EST-CL-00003565,False,118.71,0.071051,0
63c13bb5-f72a-4286-8477-2164a1375f31,GT-EST-CL-00003722,False,41.76,0.048211,0
95dbb921-d244-4e26-9abf-1745cde25a73,GT-EST-CL-00000197,False,39.9,0.020266,0
49f41f81-c102-4938-922d-cc5a0213cd19,GT-EST-CL-00002595,False,75.05,0.499916,1
f4943d38-c685-4481-9ad2-5bdb96d3a6e5,GT-EST-CL-00002515,False,7.69,0.07751,0
2468f6a6-bd52-486e-a167-1b54adbbd8fb,GT-EST-CL-00000697,False,20.86,0.055887,0
4e3752d1-9d45-4618-ba24-db9104c4ec8e,GT-EST-CL-00004385,False,4.82,0.060789,0
794cc9ca-822d-41ef-9b1d-8bbb2c609977,GT-EST-CL-00000204,False,18.81,0.057753,0
7d56a84c-f711-4e46-bc34-cf8ade4920d2,GT-EST-CL-00001143,False,1.39,0.11703,0
18342400-4e39-4262-9a5c-a95b8f1c84c7,GT-EST-CL-00004150,False,18.38,0.068227,0
8220962e-3728-4f38-9514-8c94336c1bb1,GT-EST-CL-00003664,False,1.64,0.167467,0
fe753622-07b0-40db-b6f6-e18cdef8f981,GT-EST-CL-00003261,False,22.45,0.046935,0
f81a47df-62d9-485d-8726-0576da3fc9ff,GT-EST-CL-00001692,False,35.87,0.059607,0
27fb2a41-0756-4cf3-8794-5188d13221ec,GT-EST-CL-00002477,False,4.35,0.076035,0
4b9ae31d-dd93-4bac-836f-66067d95b26a,GT-EST-CL-00001303,False,34.35,0.070503,0
2cfc3838-7b61-4fec-ac1d-4ac69c6cbbfb,GT-EST-CL-00004874,False,4.2,0.093915,0
99bbe513-8206-4f33-ba4d-7ec3d8e8e425,GT-EST-CL-00000342,False,126.68,0.061487,0
b084e1c2-221b-49a2-8b2b-75200c65b987,GT-EST-CL-00001935,False,61.45,0.07053,0
0aee4dad-6e54-4e67-81f3-8ddb7bcb6003,GT-EST-CL-00001419,False,3.36,0.119198,0
55a740df-c831-47f3-910b-4c1c98995b38,GT-EST-CL-00000041,False,5.71,0.061404,0
7c5c3e9e-5db7-4961-a79c-398a5844a807,GT-EST-CL-00002624,False,11.07,0.06624,0
df754b27-c999-43c4-b21a-d45291a6d588,GT-EST-CL-00000765,True,31.12,0.077606,0
fbe114f9-8434-4a33-8869-673271c25f96,GT-EST-CL-00001619,False,5.6,0.077508,0
d80bf203-58a7-429a-8160-b777e1435a7c,GT-EST-CL-00000071,False,2.94,0.131734,0
5ed46832-79fb-4cc4-9cd9-f48455671737,GT-EST-CL-00001779,False,5.68,0.074066,0
2af4d9e7-611a-4034-bad7-7357a21d7e49,GT-EST-CL-00003510,False,9.34,0.070072,0
f828b2e8-ebdb-4032-9601-aa190bd668ba,GT-EST-CL-00003237,False,3.75,0.108959,0
33a3efe7-9d96-4290-a20f-227cbc96850c,GT-EST-CL-00003194,False,54.04,0.562093,1
e373c8fc-826d-4f2a-81be-c3a5ad53667e,GT-EST-CL-00002068,False,26.12,0.07221,0
f71b3375-8dac-49fe-a0a1-6d4305caf004,GT-EST-CL-00003378,False,12.66,0.071171,0
efe88c83-6190-413b-8afa-9248f1e29d1b,GT-EST-CL-00001565,False,13.81,0.060798,0
78b3d9d6-a924-40dd-b08d-6ba730dd8ffd,GT-EST-CL-00001133,False,23.18,0.081338,0
3b53756e-2a30-4a40-87e0-c34d084d88bf,GT-EST-CL-00001775,False,20.68,0.084581,0
28b0915c-191f-46fc-966c-d5306e65f324,GT-EST-CL-00004590,False,8.16,0.070191,0
576de9ee-4699-40cd-ba53-df14d50aa916,GT-EST-CL-00001065,False,2.86,0.135258,0
6b8e9e8a-3a36-467f-b04f-3af8b352f656,GT-EST-CL-00002025,False,62.44,0.050757,0
6b0fba6a-101d-4fcd-84a4-7ae292381194,GT-EST-CL-00003037,False,29.23,0.039234,0
e2c62e43-a6da-4f88-a8f0-b0f5659ee6c2,GT-EST-CL-00002348,False,9.21,0.071709,0
3d7a2f10-3746-466d-8187-fef1c15baaad,GT-EST-CL-00002026,True,92.81,0.055201,0
cc5575be-9a3c-4b9c-8275-6bdeb71c95d9,GT-EST-CL-00003257,False,3.44,0.097668,0
eab3ca28-dc5b-4476-9d34-78245d6e2ed5,GT-EST-CL-00004927,False,20.19,0.042566,0
9a7c94f1-268f-4561-97ce-061e8ace7a69,GT-EST-CL-00002853,False,9.52,0.043011,0
187d8360-55d8-43a5-8aea-227db99bcf1a,GT-EST-CL-00001166,False,9.68,0.031324,0
efbb9b71-3834-42e0-bf26-8af441452b70,GT-EST-CL-00000068,True,42.29,0.049666,0
00bc50e4-8930-4a23-ac52-5b7ee1b0523c,GT-EST-CL-00001997,False,46.99,0.042566,0
025a4dd4-e03a-4a40-acf5-668ca2c3049b,GT-EST-CL-00001305,False,15.29,0.033087,0
3a8e1b63-14ff-400e-8af2-d854740beafe,GT-EST-CL-00003206,False,34.41,0.043371,0
9dfa2740-7225-4adc-ba43-5896c0ec1c70,GT-EST-CL-00000125,False,4.6,0.054362,0
4274f95b-4854-4aba-b9ea-4ba351a37c88,GT-EST-CL-00002005,False,17.68,0.04307,0
ce031f0a-a30f-4cb4-9b56-9e34666966ba,GT-EST-CL-00000165,False,11.13,0.030322,0
e2492666-0f00-4f46-99b6-8b027f387348,GT-EST-CL-00004598,False,5.27,0.054125,0
d852a78f-6617-4d9d-8e7d-d7164dd61812,GT-EST-CL-00000656,False,6.37,0.04775,0
09c2cebe-0f26-4e7f-b7db-a1e118d3596e,GT-EST-CL-00003101,False,13.47,0.040595,0
3ea7bd6c-b141-4df9-b093-2a1c7a1bac31,GT-EST-CL-00003494,False,54.86,0.058541,0
964ca9fc-ed33-428b-8539-e4552758d3dd,GT-EST-CL-00003998,False,16.63,0.038548,0
c2b0aad5-c4fc-4e29-a49f-9d259b1f98ce,GT-EST-CL-00002791,False,7.78,0.053852,0
226505fd-0622-4a98-bff8-6671c48789e0,GT-EST-CL-00000068,False,182.55,0.869767,1
c7f69894-2fe6-4aec-832a-d894f5dfea51,GT-EST-CL-00000367,False,14.67,0.053757,0
231dbe6d-9282-4a87-89dc-ed80adf88f0f,GT-EST-CL-00000765,True,152.76,0.463575,0
eb4697c4-7cc6-422b-ac1f-032112ab2f42,GT-EST-CL-00002010,False,17.53,0.04462,0
60bc3670-e439-4602-b860-449b776bfa97,GT-EST-CL-00001653,False,16.59,0.053656,0
ac7e10ea-dc3c-4067-a128-1569b8c9ab31,GT-EST-CL-00004741,False,11.9,0.047379,0
fa338dbd-9929-44a3-b568-73eaeea47e09,GT-EST-CL-00002501,False,15.9,0.050958,0
23710432-15a6-4cbc-bbb2-8475fd15d2ae,GT-EST-CL-00004624,False,8.04,0.042995,0
0841d32c-882c-4502-884d-bf8f5fe9ece2,GT-EST-CL-00004626,False,0.26,0.113649,0
079b97cb-2f06-4fa9-9952-beafa2382aef,GT-EST-CL-00000443,False,183.63,0.047506,0
187b64d5-3bf5-4a53-a73b-4aa9feaf5a51,GT-EST-CL-00002519,False,15.82,0.045201,0
5522e1d7-b43e-4ee1-9dcc-dc4cffb344bb,GT-EST-CL-00004105,False,5.52,0.045487,0
caf0f8ac-fffd-4997-b957-1abd9fa3f73f,GT-EST-CL-00000765,False,195.92,0.689614,1
a08f0220-b540-4f21-beb9-18afa9831287,GT-EST-CL-00003356,False,7.0,0.040873,0
212527f5-7ae2-4d14-af8d-2e15a2979512,GT-EST-CL-00000410,False,15.91,0.051566,0
e9ba1f33-b413-40b4-afb9-fa188a5058cb,GT-EST-CL-00003197,False,17.19,0.04729,0
a6a11259-bddc-4707-9a1a-1a29878d0768,GT-EST-CL-00003833,False,22.47,0.042929,0
719b71ed-4125-4a65-ac7e-1f5e1a1e2a4d,GT-EST-CL-00004072,False,19.02,0.040118,0
59ad0be7-0c0c-47ee-95bc-a55e743fe387,GT-EST-CL-00001157,False,28.37,0.051115,0
cc94c7a2-d392-48ba-beba-412ee57cdfa7,GT-EST-CL-00000191,False,4.36,0.038184,0
76d96719-d014-4e4d-84cf-d6f1333736a3,GT-EST-CL-00004631,False,13.59,0.044361,0
e46040b6-3cc9-4995-8388-a32a243bed3f,GT-EST-CL-00001473,False,5.76,0.045169,0
423d944a-edbd-4e89-918f-d7e3d5791058,GT-EST-CL-00004075,False,13.21,0.05378,0
c3bb53c2-4e95-482c-bef9-3da18ad144a6,GT-EST-CL-00004120,False,17.16,0.042998,0
0c32f51c-91b6-4094-8f83-a366d25553f2,GT-EST-CL-00000068,False,133.88,0.569608,1
5926b735-cea5-43db-ae25-9c3bb3b7011d,GT-EST-CL-00001228,False,18.08,0.0528,0
d22d1853-661f-43c1-ba4e-7f4201bfec87,GT-EST-CL-00002852,False,3.13,0.074699,0
3e260d1d-7127-49cb-b158-5956cfb0d257,GT-EST-CL-00002380,False,1.65,0.105937,0
074b45fb-dd68-442b-8716-f7e0541e3748,GT-EST-CL-00000528,False,5.51,0.058328,0
3c3c2d10-32be-4e80-be21-7f6aaf919299,GT-EST-CL-00003997,False,18.19,0.048847,0
9b523413-7ab8-4a5b-a126-cf99b199fcea,GT-EST-CL-00004683,False,4.89,0.067179,0
850dc756-bd2f-4f7b-8b46-ca336b06ff42,GT-EST-CL-00004193,False,21.52,0.056566,0
939213b4-a428-4b1c-83d9-15786a08b1e0,GT-EST-CL-00001502,False,19.91,0.043645,0
a0c5029e-ea23-484a-aa7a-e699c427c5f2,GT-EST-CL-00003177,False,64.51,0.036893,0
5b9fcd51-608f-43bd-8837-360ef057fe49,GT-EST-CL-00000909,False,25.26,0.061792,0
aa13d07d-855c-425f-ac22-fd9c64727e99,GT-EST-CL-00004941,False,5.3,0.053427,0
904648ee-d81e-4248-aedc-0f9a4b0b3ef0,GT-EST-CL-00004755,False,1.79,0.108571,0
0cd89dfb-b2f6-45f8-8e3c-03dfd2225b83,GT-EST-CL-00004848,False,25.42,0.056428,0
57cd1295-5789-4879-bf22-ef4f28c30023,GT-EST-CL-00003510,False,64.99,0.038283,0
ee1d84cd-9228-42ce-a1a9-939ceac2f18c,GT-EST-CL-00004618,True,30.07,0.035577,0
d8377167-48d3-4b96-b140-55de9b2ab0a6,GT-EST-CL-00000247,False,23.03,0.059486,0
1daae5c4-0a8c-46f5-bad3-050584b185b4,GT-EST-CL-00000479,False,15.85,0.046167,0
62ece673-9fb5-4db8-a018-82e62f0f15e8,GT-EST-CL-00004122,False,22.33,0.06053,0
f68b70f4-d5b5-47c6-a033-a59a97c5d576,GT-EST-CL-00003154,False,0.26,0.179651,0
fbbd2631-adb3-4b3d-9e57-9debe5b8cacc,GT-EST-CL-00000068,False,176.43,0.688198,1
a01e5848-5082-4b40-94c5-1667ca4f77bc,GT-EST-CL-00000383,False,17.96,0.070484,0
4647bcc9-dff8-4e0b-aa25-959168255a8c,GT-EST-CL-00002437,False,8.47,0.057877,0
9c74e6bb-9a27-4578-b417-b35c7824fd66,GT-EST-CL-00000207,False,4.23,0.049998,0
cf72827b-7293-486c-87e0-db67b38c3a76,GT-EST-CL-00004337,False,8.02,0.074247,0
3f936d61-f861-41d1-bb22-e6592e3e4735,GT-EST-CL-00004715,False,2.36,0.097754,0
ec00a842-9e44-42b2-90b7-e7bf3b354c3b,GT-EST-CL-00002540,False,3.74,0.088313,0
0bc38a3c-4731-494d-9073-345b04183770,GT-EST-CL-00003434,False,39.74,0.041984,0
7128d71b-4985-4165-b101-773f95ff7766,GT-EST-CL-00001825,False,17.51,0.057807,0
59115d55-3dea-4cab-ac5e-64a8a7e3a4cb,GT-EST-CL-00003234,False,12.47,0.039767,0
d2d6ee21-f3ae-491f-91b9-9eaa620749e7,GT-EST-CL-00002444,False,3.86,0.10588,0
cdf3e30c-1f9e-443f-9dc9-342df10579ef,GT-EST-CL-00004034,False,1.01,0.135234,0
cc8d0fb7-713b-42a0-9f2a-e3f5a2d8a305,GT-EST-CL-00002225,False,1.31,0.141815,0
745451ae-4a5b-4458-9e00-9d5c8b3cedcb,GT-EST-CL-00003403,False,47.99,0.064619,0
9f1fec8e-a773-430b-af0e-e8030dd7824f,GT-EST-CL-00000398,False,10.62,0.04105,0
812d8c73-f848-44b8-a32a-fc6b5104c755,GT-EST-CL-00002309,False,13.67,0.052923,0
b2308720-0a72-4d36-9355-70412da099f3,GT-EST-CL-00002445,False,1.66,0.147922,0
ed6a0153-8c8d-42a2-b519-fef939418fbb,GT-EST-CL-00003041,False,4.2,0.077148,0
8baaf62c-e110-4648-816a-0936c0c4fc86,GT-EST-CL-00004442,False,41.4,0.062828,0
494b4faa-5f67-460c-867f-f36c06eceee1,GT-EST-CL-00003629,False,6.24,0.044949,0
fef7d03f-184a-4202-b771-6eec550b0ffd,GT-EST-CL-00001998,False,60.56,0.069182,0
2c63360b-9751-4753-af51-ac809bac38e6,GT-EST-CL-00001310,False,12.01,0.059429,0
b262b723-053f-4f8e-9edb-ac0bc902a767,GT-EST-CL-00004070,False,24.66,0.048247,0
a92266cc-8f54-4ccc-9787-3fc44ed0ad44,GT-EST-CL-00000399,False,2.44,0.075926,0
5418d6ec-8f77-4557-87c4-f91fc8810803,GT-EST-CL-00003038,False,21.26,0.046606,0
6a7449c0-17e0-44c5-91ab-965da98a6b79,GT-EST-CL-00004008,False,2.66,0.071463,0
264c0142-8af6-4582-87b2-d54470b8a5ca,GT-EST-CL-00003161,False,15.32,0.041675,0
d2b068a1-8b09-4387-9d21-c8181e81829b,GT-EST-CL-00000917,False,32.1,0.064248,0
1e602f06-5843-49f2-9198-ffdcb9e1e06a,GT-EST-CL-00000871,False,9.29,0.045426,0
3b8980f2-b3d0-4dd6-962e-bc42d2dc9ba3,GT-EST-CL-00000224,False,14.07,0.057202,0
e2be078c-7adf-4d3d-bff7-81ef66239461,GT-EST-CL-00004612,False,43.52,0.032961,0
f9d76aae-a088-4915-9f24-82ffc5b28336,GT-EST-CL-00002557,False,15.78,0.053888,0
